PMID	PMCID	TITLE	DOI
32243698		Immunosuppression drug-related and clinical manifestation of Coronavirus disease 2019: a therapeutical hypothesis.	
32278860	PMC7131249	Immunosuppression during the COVID-19 pandemic in neuromyelitis optica spectrum disorders patients: A new challenge.	
32220278		Immunosuppression for hyperinflammation in COVID-19: a double-edged sword?	
32282991		Immunosuppressive therapy maintenance in a kidney transplant recipient SARS-CoV-2 pneumonia: a case report.	
32303756		Impact of anti-tnfalpha antibodies on the risk of Covid-19 and its severity in patients with inflammatory Bowel Diseases.	
32270565		Impact of Coronavirus (COVID-19) on Otolaryngologic Surgery: A Brief Commentary.	
32182131		Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Segment-Elevation Myocardial Infarction Care in Hong Kong, China.	
32279480		Impact of COVID 19: perspectives from gastroenterology.	
32237972		Impact of COVID-19 and Future Emerging Viruses on Hematopoietic Cell Transplantation and Other Cellular Therapies.	
32279693	PMC7156579	Impact of COVID-19 infection on pregnancy outcomes and the risk of maternal-to-neonatal intrapartum transmission of COVID-19 during natural birth.	
32273488		Impact of COVID-19 on Children and Pediatricians.	
32304639	PMC7159857	Impact of COVID-19 on people with cystic fibrosis.	
32302407		Impact of COVID-19 on Physical Therapist Practice in Portugal.	
32297849		Impact of COVID-19 on Traditional Healthcare Associated Infection Prevention Efforts.	
32175719		Impact of COVID-19 outbreak on rehabilitation services and Physical and Rehabilitation Medicine (PRM) physicians' activities in Italy. An official document of the Italian PRM Society (SIMFER).	
32303026		Impact of Human Disasters and COVID-19 Pandemic on Mental Health: Potential of Digital Psychiatry.	
32170017		Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak.	
32304942		Impact of meteorological factors on the COVID-19 transmission: A multi-city study in China.	
32291198		Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management.	
32302818	PMC7152919	Impact Of Sars-Cov-2 And Its Reverberation In Global Higher Education And Mental Health.	
32251626		Impact of school closures for COVID-19 on the US health-care workforce and net mortality: a modelling study.	
32293940		Impact of the COVID-19 Epidemic on a Pan-Asian Academic Oncology Clinical Trial.	
32244498		Impact of the COVID-19 Pandemic on Mental Health and Quality of Life among Local Residents in Liaoning Province, China: A Cross-Sectional Study.	
32250460		Impact of the COVID-19 pandemic on Parkinson's disease and movement disorders.	
32259337		Impact of the COVID-19 pandemic on surgical services: early experiences at a nominated COVID-19 centre.	
32271512		Impact of the COVID-19 Pandemic on the Urologist's clinical practice in Brazil: a management guideline proposal for low- and middle-income countries during the crisis period.	
32294321		Impact of the COVID-19 pandemic on therapeutic choices in Thrombosis-Hemostasis.	
32253371		Impact of the COVID-19 pandemic on urology residency training in Italy.	
32240764	PMC7118532	Impact on Mental Health and Perceptions of Psychological Care among Medical and Nursing Staff in Wuhan during the 2019 Novel Coronavirus Disease Outbreak: a Cross-sectional Study.	
32286082		Impact, Strategies and Opportunities for Early and Mid-Career Cardiovascular Researchers During the COVID-19 Pandemic.	
32243776		Impacts of COVID-19 on vulnerable children in temporary accommodation in the UK.	10.1001/jama.2020.5394
32292203	PMC7139249	Impacts of the coronavirus pandemic on biodiversity conservation.	
32249678		Implementing Telemedicine in Response to the 2020 COVID-19 Pandemic.	10.1001/jama.2020.5445
32278005	PMC7141624	Implication of non-alcoholic fatty liver diseases (NAFLD) in patients with COVID-19: a preliminary analysis.	
32233973		Implications for Online Management: Two Cases with COVID-19.	
32171057	PMC7103943	Implications of COVID-19 for patients with pre-existing digestive diseases.	
32296817		Importance of inclusion of pregnant and breastfeeding women in COVID-19 therapeutic trials.	
32250978		Importance of oral and nasal decontamination for patients undergoing anesthetics during the COVID-19 era.	
32292884	PMC7140724	Important Steps to Control COVID-19/SARS-CoV-2 Infection.	
31991079		Importation and Human-to-Human Transmission of a Novel Coronavirus in Vietnam.	
32283157	PMC7151481	Imported COVID-19 Cases Pose New Challenges for China.	
32119807		Imported Novel Coronavirus Infections: Observation on Active and Passive Case Detection in Thailand.	
32175069	PMC7050235	Imported Wuhan Coronavirus Infection: Is there any Correlation with Number of Immigrants from Endemic Area and Period after the First Outbreak?	
32222421	PMC7102655	Importing coronavirus disease 2019 (COVID-19) into China after international air travel.	
32271602		Improved Early Recognition of Coronavirus Disease-2019 (COVID-19): Single-Center Data from a Shanghai Screening Hospital.	
32132196		Improved molecular diagnosis of COVID-19 by the novel, highly sensitive and specific COVID-19-RdRp/Hel real-time reverse transcription-polymerase chain reaction assay validated in vitro and with clinical specimens.	
32289235		Improved Prognosis in Cystic Fibrosis: Consideration for Intensive Care During the COVID-19 Pandemic.	
32294248		Improving Communication About COVID-19 and Other Emerging Infectious Diseases.	
32270574		Improving staff safety during tracheostomy in COVID-19 patients.	
32033967		In Beijing, coronavirus 2019-nCoV has created a siege mentality.	
32220991		In other Covid-19 news.	
32245859		In other covid-19 news.	
32299970		In other Covid-19 news.	
32302398		In Reply: Precautions for Endoscopic Transnasal Skull Base Surgery During the COVID-19 Pandemic.	
32242315	PMC7117879	In reply: Uncertainty in using chest computed tomography in early coronavirus disease (COVID-19).	
32221132		In Silico assessment of the impact of 2019 novel coronavirus (2019-nCoV) genomic variation on published real-time quantitative polymerase chain reaction detection assays.	
32268515		In Silico Discovery of Candidate Drugs against Covid-19.	
32269766	PMC7111504	In silico identification of vaccine targets for 2019-nCoV.	
32113846	PMC7102521	In silico screening of Chinese herbal medicines with the potential to directly inhibit 2019 novel coronavirus.	
32278693		In silico studies on therapeutic agents for COVID-19: Drug repurposing approach.	
32249847		In the eye of the COVID-19 cytokine storm.	
32152585	PMC7073250	In the fight against the new coronavirus outbreak, we must also struggle with human bias.	
32150618	PMC7108130	In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	
32260471		In Vitro Diagnostic Assays for COVID-19: Recent Advances and Emerging Trends.	
32283117	PMC7151543	In-hospital cardiac arrest outcomes among patients with COVID-19 pneumonia in Wuhan, China.	
32238078		In-silico approaches to detect inhibitors of the human severe acute respiratory syndrome coronavirus envelope protein ion channel.	
32266867		In-silico homology assisted identification of inhibitor of RNA binding against 2019-nCoV N-protein (N terminal domain).	10.7326/M20-1342
32304156		Inaccurate conclusions by Tang and colleagues.	10.7326/M20-1236
32243951		Inactivation of coronaviruses by heat.	10.7326/M20-1083
32284092		Inactivation of Severe Acute Respiratory Syndrome Coronavirus 2 by WHO-Recommended Hand Rub Formulations and Alcohols.	
32247931		Incidence of novel coronavirus (2019-nCoV) infection among people under home quarantine in Shenzhen, China.	
32291094	PMC7146714	Incidence of thrombotic complications in critically ill ICU patients with COVID-19.	
32282404		Incidental CT Findings Suspicious for Covid-19 Associated Pneumonia on Nuclear Medicine Exams: Recognition and Management Plan.	10.1056/NEJMc2001801
32238429		INCIDENTAL FINDINGS SUGGESTIVE OF COVID-19 IN ASYMPTOMATIC PATIENTS UNDERGOING NUCLEAR MEDICINE PROCEDURES IN A HIGH PREVALENCE REGION.	
32232216	PMC7092921	Incidentally Diagnosed COVID-19 Infection in Trauma Patients; a Clinical Experience.	
32270980		Incorporating telemedicine as part of COVID-19 outbreak response systems.	
32079150	PMC7074197	Incubation Period and Other Epidemiological Characteristics of 2019 Novel Coronavirus Infections with Right Truncation: A Statistical Analysis of Publicly Available Case Data.	
32046819	PMC7014672	Incubation period of 2019 novel coronavirus (2019-nCoV) infections among travellers from Wuhan, China, 20-28 January 2020.	
32295657		India fights hard to neutralize the spread of Covid-19.	
32113494		Indian pharma threatened by COVID-19 shutdowns in China.	
32265003	PMC7140594	Indications for healthcare surge capacity in European countries facing an exponential increase in coronavirus disease (COVID-19) cases, March 2020.	
32163030		Indirect Virus Transmission in Cluster of COVID-19 Cases, Wenzhou, China, 2020.	10.1016/S1473-3099(20)30264-4
32276137	PMC7139252	Individual risk management strategy and potential therapeutic options for the COVID-19 pandemic.	
32171193		Induction of pro-inflammatory cytokines (IL-1 and IL-6) and lung inflammation by Coronavirus-19 (COVI-19 or SARS-CoV-2): anti-inflammatory strategies.	
32236815		Inefficiency of Sera from Mice Treated with Pseudotyped SARS-CoV to Neutralize 2019-nCoV Infection.	
32266184	PMC7098456	Infants Born to Mothers With a New Coronavirus (COVID-19).	
32241929		Infect volunteers to speed a coronavirus vaccine?	
32259477	PMC7144857	Infection and Rapid Transmission of SARS-CoV-2 in Ferrets.	10.1016/j.jinf.2020.03.061
32276755	PMC7141462	Infection Control against COVID-19 in Departments of Radiology.	10.1016/j.autrev.2020.102539
32267964		Infection control in non-clinical areas during COVID-19 pandemic.	
32279976	PMC7118591	Infection Control in the Medical Imaging Department During the COVID-19 Pandemic.	
32236854		Infection control protocol inside computed tomography suites during COVID-19 outbreak.	10.1016/j.phrs.2020.104775
32053437		Infections without borders: a new coronavirus in Wuhan, China.	10.1016/j.phrs.2020.104776
32241761		Infectious diseases in children and adolescents in China: analysis of national surveillance data from 2008 to 2017.	
32211765		Inflammatory bowel disease care in the COVID-19 pandemic era: the Humanitas, Milan experience.	10.1016/j.ijantimicag.2020.105960
32282871		Inflammatory Response Cells During Acute Respiratory Distress Syndrome in Patients With Coronavirus Disease 2019 (COVID-19).	
32249357		Influenza and obesity: its odd relationship and the lessons for COVID-19 pandemic.	10.1016/j.antiviral.2020.104786
32186278	PMC7096775	Influenza-associated pneumonia as reference to assess seriousness of coronavirus disease (COVID-19).	10.1016/j.antiviral.2020.104787
32281671		Influenza-like illnesses caused by a cluster of imported Italian COVID-19.	
32232215	PMC7085861	Information Diet in Covid-19 Crisis; a Commentary.	
32185370	PMC7075270	Information Typology in Coronavirus (COVID-19) Crisis; a Commentary.	
32255567		Informing Emergency Care for COVID-19 patients: The COVID-19 Emergency Department (COVED) Quality Improvement Project Protocol.	
32231345		Inhibition of SARS-CoV-2 (previously 2019-nCoV) infection by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion.	10.1016/j.ijid.2020.03.041
32274522		Inhibitors of the renin-angiotensin system and SARS-CoV-2 infection.	
32286678		Inhibitors of the renin-angiotensin system: The potential role in the pathogenesis of COVID-19.	10.1016/j.ijid.2020.03.053
32167181		Initial clinical features of suspected coronavirus disease 2019 in two emergency departments outside of Hubei, China.	10.1016/j.jmig.2020.04.003
32221172		Initial Clinical Impressions of the Critical Care of COVID-19 Patients in Seattle, New York City, and Chicago.	
32054045	PMC7073724	Initial Cluster of Novel Coronavirus (2019-nCoV) Infections in Wuhan, China Is Consistent with Substantial Human-to-Human Transmission.	
32232395		Initial COVID-19 affecting cardiac patients in China.	10.1016/j.leukres.2020.106353
32055945		Initial CT findings and temporal changes in patients with the novel coronavirus pneumonia (2019-nCoV): a study of 63 patients in Wuhan, China.	
32243267		Initial ELSO Guidance Document: ECMO for COVID-19 Patients with Severe Cardiopulmonary Failure.	
32216893		Initial Experience of an Emergency Department in Shenzhen in Responding to the Emerging Wuhan Coronavirus Pneumonia.	
32296266	PMC7158845	Initial impacts of global risk mitigation measures taken during the combatting of the COVID-19 pandemic.	
32191689		Initial Investigation of Transmission of COVID-19 Among Crew Members During Quarantine of a Cruise Ship - Yokohama, Japan, February 2020.	
32027631	PMC7004396	Initial Public Health Response and Interim Clinical Guidance for the 2019 Novel Coronavirus Outbreak - United States, December 31, 2019-February 4, 2020.	10.5213/inj.2020edi.001
32090470		Initial public health response and interim clinical guidance for the 2019 novel coronavirus outbreak - United States, December 31, 2019-February 4, 2020.	
32222336	PMC7118675	Initial rapid and proactive response for the COVID-19 outbreak - Taiwan's experience.	10.5946/ce.2020.076
32282033		Initiating adjunct low dose-hydroxyurea therapy for stroke prevention in children with SCA during the COVID-19 pandemic.	
32085850		Initiation of a new infection control system for the COVID-19 outbreak.	10.1186/s12967-020-02324-w
32295880		Inner Workings: Molecular biologists offer "wartime service" in the effort to test for COVID-19.	
32282372		Innovation in Response to the COVID-19 Pandemic Crisis.	
32295319		Innovative screening tests for COVID-19 in South Korea.	
32304726	PMC7158775	Innovative technologies for hand hygiene monitoring are urgently needed in the fight against COVID-19.	
32271462		Inositol and pulmonary function. Could myo-inositol treatment downregulate inflammation and cytokine release syndrome in SARS-CoV-2?	
32274630	PMC7145274	Inpatient and outpatient case prioritization for patients with neuro-oncologic disease amid the COVID-19 pandemic: general guidance for neuro-oncology practitioners from the AANS/CNS Tumor Section and Society for Neuro-Oncology.	
32266375		Inquiring into Benefits of Independent Activation of Non-Classical Renin-Angiotensin System in the Clinical Prognosis and Reduction of COVID-19 mortality.	10.1016/j.ciresp.2020.04.001
32217104		Inside China and COVID-19: Questions and answers.	
32266937		Inside the heart of COVID-19.	10.1016/j.jaut.2020.102442
32287788	PMC7131731	Inside Wuhan's lockdown.	10.1016/j.smim.2020.101396
32247050	PMC7118633	Insight into 2019 novel coronavirus - an updated intrim review and lessons from SARS-CoV and MERS-CoV.	10.1016/j.healun.2020.03.007
32187887		Insight into COVID-2019 for pediatricians.	10.1016/j.ajem.2020.03.033
32300051		Insights from immuno-oncology: the Society for Immunotherapy of Cancer Statement on access to IL-6-targeting therapies for COVID-19.	
32203437	PMC7094976	Insights from nanomedicine into chloroquine efficacy against COVID-19.	10.1016/j.jmii.2020.03.024
32142930		Insights into the cross-species evolution of 2019 novel coronavirus.	
32143502		Insights into the Recent 2019 Novel Coronavirus (SARS-CoV-2) in Light of Past Human Coronavirus Outbreaks.	
32282113		Integrated Hospital Quarantine System against COVID-19.	
32271278		Integrated Radiologic Algorithm for COVID-19 Pandemic.	
32229082		Integrative considerations during the COVID-19 pandemic.	
32077996	PMC7080064	Intensive care during the coronavirus epidemic.	
32272080		Intensive care management of coronavirus disease 2019 (COVID-19): challenges and recommendations.	
32231328		Interaction between RAAS inhibitors and ACE2 in the context of COVID-19.	
32270695		Interim Guidance for Basic and Advanced Life Support in Adults, Children, and Neonates With Suspected or Confirmed COVID-19: From the Emergency Cardiovascular Care Committee and Get With the Guidelines((R))-Resuscitation Adult and Pediatric Task Forces of the American Heart Association in Collaboration with the American Academy of Pediatrics, American Association for Respiratory Care, American College of Emergency Physicians, The Society of Critical Care Anesthesiologists, and American Society of Anesthesiologists: Supporting Organizations: American Association of Critical Care Nurses and National EMS Physicians.	
32259560	PMC7129451	Interleukin-6 as a potential biomarker of COVID-19 progression.	
32251717		Interleukin-6 use in COVID-19 pneumonia related macrophage activation syndrome.	
32297078	PMC7158752	Internal Hernia in the Times of COVID-19: to Laparoscope or Not to Laparoscope?	
32269121		International expansion of a novel SARS-CoV-2 mutant.	
32241520		International Guidelines on Radiation Therapy for Breast Cancer During the COVID-19 Pandemic.	
32223581		International Perspectives Concerning Donor Milk Banking During the SARS-CoV-2 (COVID-19) Pandemic.	
32259387		International perspectives: Impact of the COVID-19 Pandemic on cytology.	
32205091	PMC7102572	Internationally lost COVID-19 cases.	
32250962		Internet hospitals help prevent and control the epidemic of COVID-19 in China: a multicenter user profiling study.	10.1104/pp.20.00347
32301757		Interpretations of "Diagnosis and Treatment Protocol for Novel Coronavirus Pneumonia (Trial Version 7)".	
32252023		Interpreting COVID-19 and Virtual Care Trends: A Call for Action.	
32205090		Interrupting COVID-19 transmission by implementing enhanced traffic control bundling: Implications for global prevention and control efforts.	
32167146	PMC7107552	Interrupting transmission of COVID-19: lessons from containment efforts in Singapore.	
32259195	PMC7143156	Intersecting U.S. Epidemics: COVID-19 and Lack of Health Insurance.	
32229433		Interventional radiology and COVID-19: evidence-based measures to limit transmission.	10.1007/s00134-020-06023-4
32213332		Interventions to mitigate early spread of SARS-CoV-2 in Singapore: a modelling study.	10.1007/s00134-020-06028-z
32233040		Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement.	10.1007/s00101-020-00761-2
32266753		Intrauterine vertical transmission of SARS-CoV-2: what we know so far.	
32227642		Introducing the 21st Century's New Four Horsemen of the Coronapocalypse.	
32277774		Introducing the Percent, Number, Availability, and Capacity [PNAC] Spatial Approach to Identify Priority Rural Areas Requiring Targeted Health Support in Light of COVID-19: A Commentary and Application.	
32253110	PMC7128728	Introduction to the special issue: Tumor antigens in the time of the coronavirus pandemic.	
32276259		Introduction. On pandemics: the impact of COVID-19 on the practice of neurosurgery.	
32268719		Intubation and mechanical ventilation of patients with COVID-19: what should we tell them?	
32195705		Intubation and Ventilation amid the COVID-19 Outbreak: Wuhan's Experience.	
32305009	PMC7135769	Investigating hypothiocyanite against SARS-CoV-2.	
32289090	PMC7128585	Investigating the cases of novel coronavirus disease (COVID-19) in China using dynamic statistical techniques.	
32295661		Investigating the determinants of high Case-Fatality Rate for COVID-19 in Italy.	
32192580		Investigation of three clusters of COVID-19 in Singapore: implications for surveillance and response measures.	10.1107/S2053230X20004847
32275870	PMC7141466	Invisible spread of SARS-CoV-2 - Authors' reply.	10.1107/S2059798320004830
32275868	PMC7141483	Invisible spread of SARS-CoV-2.	
32167442		Involving Antimicrobial Stewardship Programs in COVID-19 Response Efforts: All Hands on Deck.	
32271593		IR of Iran National Mobilization against COVID-19 Epidemic.	
32163908		Iranian mental health during the COVID-19 epidemic.	
32205937	PMC7075061	Is A Problem Shared, A Problem Halved? Not Always! The Novel Coronavirus COVID-19 Outbreak.	
32119980		Is Africa prepared for tackling the COVID-19 (SARS-CoV-2) epidemic. Lessons from past outbreaks, ongoing pan-African public health efforts, and implications for the future.	
32298458		Is antibody-dependent enhancement playing a role in COVID-19 pathogenesis?	
32092539	PMC7102551	Is COVID-19 receiving ADE from other coronaviruses?	
32286926		Is glucose-6-phosphate dehydrogenase enzyme deficiency a factor in Coronavirus-19 (COVID-19) infections and deaths?	
32281144		Is it ethical to be a "whistleblower" during COVID-19 pandemic ? -Ethical challenges confronted by health care workers in China.	
32287797	PMC7130545	Is it super-spreading?	
32291196	PMC7141546	Is low sodium intake a risk factor for severe and fatal COVID-19 infection?	
32189428		Is nicotine exposure linked to cardiopulmonary vulnerability to COVID-19 in the general population?	
32176356		Is novel coronavirus disease (COVID-19) transmitted through conjunctiva?	
32296269	PMC7157832	Is Pakistan on track to have COVID-19 transmission and mortality rates similar to those of Italy, Iran or the USA?	
32237161		Is Pakistan prepared for the COVID-19 epidemic? A questionnaire-based survey.	
32218652	PMC7095264	Is Pakistan prepared to tackle the coronavirus epidemic?	
32227844		Is Regional Anesthesia Enough Safe in Suspected or Confirmed COVID-19 Patients?	
32184128		Is Romania ready to face the novel coronavirus (COVID-19) outbreak? The role of incoming travelers and that of Romanian diaspora.	
32148173		Is SARS-CoV-2 originated from laboratory? A rebuttal to the claim of formation via laboratory recombination.	
32288543	PMC7146014	Is Sub-Saharan Africa prepared for COVID-19?	
32279908	PMC7128661	Is the ACE2 Overexpression a Risk Factor for COVID-19 Infection?	
32242113		Is the coronavirus airborne? Experts can't agree.	
32252856		Is there a guarantee that the crisis of Covid-19 will not be repeated?	10.1002/2211-5463.12847
32198775		Is there a role for lung ultrasound during the COVID-19 pandemic?	
32281766		Is There a Role for Tissue Plasminogen Activator (tPA) as a Novel Treatment for Refractory COVID-19 Associated Acute Respiratory Distress Syndrome (ARDS)?	
32215613		Is There an Association Between COVID-19 Mortality and the Renin-Angiotensin System-a Call for Epidemiologic Investigations.	
32245701	PMC7138187	Is traditional Chinese medicine useful in the treatment of COVID-19?	
32240279		Isolated sudden onset anosmia in COVID-19 infection. A novel syndrome?	
32238585		Isolation and full-length genome characterization of SARS-CoV-2 from COVID-19 cases in Northern Italy.	
32237278		Isolation and rapid sharing of the 2019 novel coronavirus (SAR-CoV-2) from the first patient diagnosed with COVID-19 in Australia.	
32052841	PMC7107565	Isolation, quarantine, social distancing and community containment: pivotal role for old-style public health measures in the novel coronavirus (2019-nCoV) outbreak.	
32302462		ISTH interim guidance on recognition and management of coagulopathy in COVID-19: A Comment.	
32233049		ISUOG Consensus Statement on organization of routine and specialist obstetric ultrasound services in the context of COVID-19.	
32267981		ISUOG Consensus Statement on rationalization of early-pregnancy care and provision of ultrasonography in context of SARS-CoV-2.	10.26633/RPSP.2020.40
32267984		ISUOG Consensus Statement on rationalization of gynecological ultrasound services in context of SARS-CoV-2.	10.3332/ecancer.2020.1022
32160345		ISUOG Interim Guidance on 2019 novel coronavirus infection during pregnancy and puerperium: information for healthcare professionals.	10.3332/ecancer.2020.1023
32255535		ISUOG Safety Committee Position Statement on use of personal protective equipment and hazard mitigation in relation to SARS-CoV-2 for practitioners undertaking obstetric and gynecological ultrasound.	10.1136/fmch-2020-000361
32207189		ISUOG Safety Committee Position Statement: safe performance of obstetric and gynecological scans and equipment cleaning in the context of COVID-19.	10.7189/jogh-10-010335
32268188	PMC7131212	It is too soon to attribute ADE to COVID-19.	10.7189/jogh.10-011001
32217525		Italian doctors call for protecting healthcare workers and boosting community surveillance during covid-19 outbreak.	10.7189/jogh.10.011002
32280973		Italian Physical Therapists' Response to the Novel COVID-19 Emergency.	10.1016/j.jare.2020.03.005
32291566		Italian society of colorectal surgery recommendations for good clinical practice in colorectal surgery during the novel coronavirus pandemic.	10.3126/nje.v10i1.28269
32223063		Italian Society of Interventional Cardiology (GISE) Position Paper for Cath lab-specific Preparedness Recommendations for Healthcare providers in case of suspected, probable or confirmed cases of COVID-19.	10.14336/AD.2020.0228
32213700		Italy in a Time of Emergency and Scarce Resources: The Need for Embedding Ethical Reflection in Social and Clinical Settings.	10.14336/AD.2020.0301
32272283		JACI: In Practice Response to COVID-19 Pandemic.	10.7759/cureus.7485
32288941	PMC7136542	Japan ECMOnet for COVID-19: telephone consultations for cases with severe respiratory failure caused by COVID-19.	10.7759/cureus.7504
32275289		Joint International Collaboration to Combat Mental Health Challenges During the Coronavirus Disease 2019 Pandemic.	10.24171/j.phrp.2020.11.2.02
32188776		Journal Flexibility in the Troubling Times of COVID-19.	10.24171/j.phrp.2020.11.2.03
32253325	PMC7140931	Journal Flexibility in the Troubling Times of COVID-19.	10.24171/j.phrp.2020.11.2.04
32050060		Journey of a Thai Taxi Driver and Novel Coronavirus.	10.24171/j.phrp.2020.11.2.05
32223782		Just the Facts: Airway management during the COVID-19 pandemic.	10.1093/ofid/ofaa102
32238197		Just the Facts: Protecting frontline clinicians during the COVID-19 pandemic.	
32268930		Just the Facts: Recommendations on Point of Care Ultrasound Use and Machine Infection Control During the COVID-19 Pandemic.	10.1002/hsr2.153
32293554		Just when I thought I was out, they pull me back in: the older physician in the COVID-19 pandemic.	10.1055/a-1044-7237
32257771	PMC7104687	KCDC Risk Assessments on the Initial Phase of the COVID-19 Outbreak in Korea.	10.14744/nci.2020.38159
32303493		Keep older healthcare workers off the covid-19 front line.	
32297718		Keep Socially (but Not Physically) Connected and Carry on: Preventing Suicide in the Age of COVID-19.	
32268374		Keep Taking Your ACE Inhibitors and ARBs During the COVID 19 Pandemic.	
32157233		Keep up with the latest coronavirus research.	
32299195		Keeping an eye on COVID-19: Ophthalmic care and triage for general practitioners.	
32223870		Keeping the Fire House Running: A Proposed Approach to Mitigate Spread of COVID-19 Among Public Safety Personnel.	
32268125		Keeping the Wheels of the Scientific Endeavor Turning during the COVID-19 Pandemic.	
32284146	PMC7124283	Keratoconjunctivitis as the initial medical presentation of the novel coronavirus disease 2019 (COVID-19).	
32207256		Key Considerations for Radiologists When Diagnosing the Novel Coronavirus Disease (COVID-19).	
32293675		Key words to be adopted for COVID-19 research.	
32247631	PMC7110296	Kidney disease is associated with in-hospital death of patients with COVID-19.	
32250968		Kidney diseases in the time of COVID-19: major challenges to patient care.	
32284224	PMC7138180	Kidney International and the COVID-19 infection.	
32273593		Kidney involvement in COVID-19 and rationale for extracorporeal therapies.	10.7326/M20-1262
32275290		King Lear Under COVID-19 Lockdown.	10.1001/jamainternmed.2020.1369
32289123	PMC7138160	Knowledge and attitudes of medical staff in Chinese psychiatric hospitals regarding COVID-19.	
32196071	PMC7086377	Knowledge and Perceptions of COVID-19 Among the General Public in the United States and the United Kingdom: A Cross-sectional Online Survey.	10.7326/M20-1281
32278701		Knowledge, attitude and practice regarding COVID-19 among health care workers in Henan, China.	10.7326/M20-1491
32226294	PMC7098034	Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey.	10.7326/M20-1260
32292533	PMC7144856	La chirurgie digestive urgente, victime collaterale de la crise du Covid-19?	
32172227		Laboratory abnormalities in children with novel coronavirus disease 2019.	
32119647		Laboratory abnormalities in patients with COVID-2019 infection.	
32196430		Laboratory Diagnosis of Emerging Human Coronavirus Infections - The State of the Art.	
32242830		Laboratory diagnostics within a modular hospital at the time of Coronavirus disease 2019 (COVID-19) in Wuhan.	
32259132	PMC7130449	Laboratory Parameters in Detection of COVID-19 Patients with Positive RT-PCR; a Diagnostic Accuracy Study.	
32242875		Laboratory preparedness for SARS-CoV-2 testing in India: Harnessing a network of Virus Research & Diagnostic Laboratories.	
32046815	PMC7029448	Laboratory readiness and response for novel coronavirus (2019-nCoV) in expert laboratories in 30 EU/EEA countries, January 2020.	
32302058		Laboratory testing of SARS-CoV, MERS-CoV, and SARS-CoV-2 (2019-nCoV): Current status, challenges, and countermeasures.	
32152596		Labs rush to study coronavirus in transgenic animals - some are in short supply.	
32054740		Labs scramble to produce new coronavirus diagnostics.	
32301553		Lack of dyspnea in Covid-19 patients; another neurological conundrum?	
32161408	PMC7096028	Lack of maternal-fetal SARS-CoV-2 transmission.	
32201338		Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy.	
32134381		Lack of Vertical Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, China.	10.1016/j.chom.2020.03.023
32282750		Laparoscopy at all costs? Not now during COVID-19 and not for acute care surgery and emergency colorectal surgery: a practical algorithm from a Hub Tertiary teaching hospital in Northern Lombardy, Italy.	10.1016/j.immuni.2020.03.007
32302417		Laryngeal oedema associated with COVID-19 complicating airway management.	10.1016/j.jaad.2020.03.086
32127126	PMC7055041	Latest assessment on COVID-19 from the European Centre for Disease Prevention and Control (ECDC).	10.1016/j.jhin.2020.03.036
32070466	PMC7029450	Latest updates on COVID-19 from the European Centre for Disease Prevention and Control.	10.1016/j.jhin.2020.03.037
32282974		Latin American healthcare systems in times of pandemic.	10.1016/j.medmal.2020.04.002
32293580		Launch and global reach of an online COVID-19 course in multiple languages on OpenWHO in the first quarter of 2020.	10.1016/j.ijantimicag.2020.105967
32303841		Lead the way or leave the way: leading a Department of Orthopedics through the COVID-19 pandemic.	
32279554		Leadership in the time of crisis.	10.1016/j.resuscitation.2020.03.019
32292297	PMC7141476	Leading on the Edge of Insanity.	
32255660		Leading the Compassionate Charge.	10.1016/j.jaip.2020.04.001
32269063		Learning from Adversity: Lessons from the COVID-19 Crisis.	10.1016/j.radonc.2020.03.016
32222113		Learning from history: Coronavirus outbreaks in the past.	
32245885		Learning from our immunological history: What can SARS-CoV teach us about SARS-CoV-2?	
32022370		Learning from the Past: Possible Urgent Prevention and Treatment Options for Severe Acute Respiratory Infections Caused by 2019-nCoV.	
32277366		Learnings for Health Economics from the Early Stages of the COVID-19 Pandemic.	
32292871	PMC7147136	Learnings for Health Economics from the Early Stages of the COVID-19 Pandemic.	
32267769		Legal aspects of COVID-19 pandemic management for community nurses.	
32304326		Les droits humains des enfants en situation de handicap en cas d'urgence sanitaire: le defi du COVID-19.	
32113507		Lessons for managing high-consequence infections from first COVID-19 cases in the UK.	
32253251		Lessons from covid-19: visiting patients at home and assessing comorbidities.	
32241778		Lessons from the Experience in Wuhan to Reduce Risk of COVID-19 Infection in Patients Undergoing Long-Term Hemodialysis.	
32229297	PMC7102528	Lessons Learned During the COVID-19 Virus Pandemic.	
32243298		Lessons learned from first COVID-19 cases in the United States.	
32241308		Lessons Learned From Korea: Covid-19 Pandemic.	10.1186/s13017-020-00307-2
