#PMID	PMCID	TITLE	LANGUAGE
32242946		Comments on 'Co-infection of SARS-CoV-2 and HIV in a patient in Wuhan city, China'.	
32239514		Comments on Zhang et al.: Clinical trial analysis of 2019-nCoV therapy registered in China.	
32240282		Communication Skills in the Age of COVID-19.	
32081569		Community pharmacist in public health emergencies: Quick to action against the coronavirus 2019-nCoV outbreak.	
32125269		Community Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, Shenzhen, China, 2020.	
32171074		Comorbidities and multi-organ injuries in the treatment of COVID-19.	
32149772		Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia.	
32184131		Comparison of clinical characteristics of coronavirus disease (COVID-19) and severe acute respiratory syndrome (SARS) as experienced in Taiwan.	
32114193		Comparison of different samples for 2019 novel coronavirus detection by nucleic acid amplification tests.	
32224074		Comparison of Hospitalized Patients with Acute Respiratory Distress Syndrome Caused by COVID-19 and H1N1.	
32034638		Compensation of ACE2 Function for Possible Clinical Management of 2019-nCoV-Induced Acute Lung Injury.	
32234464		Complex emergencies of COVID-19: management and experience in Zhuhai.	
32100877		Composition and divergence of coronavirus spike proteins and host ACE2 receptors predict potential intermediate hosts of SARS-CoV-2.	
32178970		Composition of human-specific slow codons and slow di-codons in SARS-CoV and 2019-nCoV are lower than other coronaviruses suggesting a faster protein synthesis rate of SARS-CoV and 2019-nCoV.	
32152082		Compounds with therapeutic potential against novel respiratory 2019 coronavirus.	
32201156		Comprehensive analysis for diagnosis of novel coronavirus disease (COVID-19) infection.	
32238584		Computational inference of selection underlying the evolution of the novel coronavirus, SARS-CoV-2.	
32174056		Computed Tomographic Findings in COVID-19.	
32232429		Computed Tomographic Imaging of 3 Patients With Coronavirus Disease 2019 Pneumonia With Negative Virus Real-time Reverse-Transcription Polymerase Chain Reaction Test.	
32195887		Computed Tomography Manifestations of 5 Cases of the Novel Coronavirus Disease 2019 (COVID-19) Pneumonia From Patients Outside Wuhan.	
32238261		Con alerta pero sin panico. El rol de los medios durante la pandemia.	
32227489		Concerns regarding calculation of fatality rate of Chinese samples in COVID-19 meta-analysis.	
32221970		Consensus guidelines for managing the airway in patients with COVID-19.	
32170800		Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.	
32242646		Consensus statement on the use of clozapine during the COVID-19 pandemic	
32204751		Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.	
32212409		Considerations for Cardiac Catheterization Laboratory Procedures During the COVID-19 Pandemic Perspectives from the Society for Cardiovascular Angiography and Interventions Emerging Leader Mentorship (SCAI ELM) Members and Graduates.	
32229131		Considerations in performing endoscopy during the COVID-19 pandemic.	
32244258		Considerations on Colorectal Cancer Care in a COVID-19 Pandemic Epicenter.	
32222161		Considering inequalities in the school closure response to COVID-19.	
32234368		Considering the challenge of the Covid-19 pandemic, is there a need to adapt the guidelines for basic life support resuscitation?	
32201054		Contact lens practice in the time of COVID-19.	
32146554		Containing 2019-nCoV (Wuhan) coronavirus.	
32219882		Controversial treatments: an updated understanding of the Coronavirus Disease 2019.	
32113510		Convalescent plasma as a potential therapy for COVID-19.	
32219429		Convalescent Plasma to Treat COVID-19: Possibilities and Challenges.	
32239757		Converting gas-driven ventilators from oxygen to air.	
32235433		"Corona Virus (COVID-19) ""Infodemic"" and Emerging Issues through a Data Lens: The Case of China."	
32078967		Coronaphobia: Fear and the 2019-nCoV outbreak.	
32212140		Coronavirus (Covid-19) outbreak on the cruise ship Diamond Princess.	
32049461		Coronavirus : Dr Li Wenliang, lanceur d'alerte, heros et martyr.	
32022502		Coronavirus : rester proactif.	
32044388		Coronavirus 2019-nCoV: Is the genie already out of the bottle?	
32236301		Coronavirus 2020.	
32161394		Coronavirus and children, deep-sea microbes and a bold new climate law.	
32238897		Coronavirus can infect cats - dogs, not so much.	
32152594		Coronavirus close-up, faded star and orchestral operation - February's best science images.	
32071063		Coronavirus covid-19 has killed more people than SARS and MERS combined, despite lower case fatality rate.	
32078048		Coronavirus COVID-19 impacts to dentistry and potential salivary diagnosis.	
32161351		Coronavirus crisis hits ice-locked Arctic research expedition.	
32115733		Coronavirus disease (COVID-19) and neonate: What neonatologist need to know.	
32234116		Coronavirus disease (COVID-19) Community Testing Team in Scotland: A 14-day review, 6 to 20 February 2020.	
32204987		Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.	
32229732		Coronavirus Disease 19 Infection Does Not Result in Acute Kidney Injury: An Analysis of 116 Hospitalized Patients from Wuhan, China.	
32232552		Coronavirus disease 2019 (COVID-19) and anti-rheumatic drugs.	
32200663		Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease.	
32233755		Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease: A Viewpoint on the Potential Influence of Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers on Onset and Severity of Severe Acute Respiratory Syndrome Coronavirus 2 Infec	
32213786		Coronavirus Disease 2019 (COVID-19) and Pregnancy: Responding to a Rapidly Evolving Situation.	
32181795		Coronavirus Disease 2019 (COVID-19) in Italy.	
32242890		Coronavirus Disease 2019 (COVID-19) Infection and Renin Angiotensin System Blockers.	
32227668		Coronavirus disease 2019 (COVID-19) outbreak at the Department of Ophthalmology, Oslo University Hospital, Norway.	
32192541		Coronavirus disease 2019 (COVID-19) outbreak in Iran; actions and problems.	
32222047		Coronavirus disease 2019 (COVID-19) outbreak: Could pigs be vectors for human infections?	
32217113		Coronavirus Disease 2019 (COVID-19) Pandemic and Pregnancy.	
32240462		Coronavirus disease 2019 (COVID-19): a clinical update.	
32142972		Coronavirus Disease 2019 (COVID-19): A critical care perspective beyond China.	
32144127		Coronavirus disease 2019 (covid-19): a guide for UK GPs.	
32083985		Coronavirus Disease 2019 (COVID-19): A Perspective from China.	
32174129		Coronavirus Disease 2019 (COVID-19): A Systematic Review of Imaging Findings in 919 Patients.	
32234466		Coronavirus disease 2019 (COVID-19): current status and future perspective.	
32233753		Coronavirus Disease 2019 (COVID-19): Do Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers Have a Biphasic Effect?	
32162995		Coronavirus Disease 2019 (COVID-19): Emerging and Future Challenges for Dental and Oral Medicine.	
32239628		Coronavirus disease 2019 (COVID-19): facts and controversies.	
32130038		Coronavirus Disease 2019 (COVID-19): Role of Chest CT in Diagnosis and Management.	
32211920		Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020.	
32242896		Coronavirus Disease 2019 and Children: What Pediatric Health Care Clinicians Need to Know.	
32207769		Coronavirus Disease 2019 and Influenza 2019-2020.	
32101254		Coronavirus Disease 2019 and Influenza.	
32181969		Coronavirus Disease 2019 and Transplantation: a view from the inside.	
32212138		Coronavirus Disease 2019 as a challenge for maritime medicine.	
32212386		Coronavirus Disease 2019 in Geriatrics and Long-term Care: The ABCDs of COVID-19.	
32208412		Coronavirus disease 2019 outbreak.	
32141588		Coronavirus Disease 2019 outbreak: preparedness and readiness of countries in the Eastern Mediterranean Region.	
32107119		Coronavirus Disease 2019: Coronaviruses and Blood Safety.	
32090448		Coronavirus disease 2019: Implications of emerging infections for transplantation.	
32211963		Coronavirus disease 2019: initial chest CT findings.	
32191341		Coronavirus disease 2019: the harms of exaggerated information and non-evidence-based measures.	
32202659		Coronavirus disease 2019: the harms of exaggerated information and non-evidence-based measures.	
32170865		Coronavirus disease 2019: What we know?	
32133964		Coronavirus Disease COVID-19: A New Threat to Public Health.	
32116147		Coronavirus disinfection in histopathology.	
32193300		Coronavirus disruptions reverberate through research.	
32188729		Coronavirus Endoribonuclease and Deubiquitinating Interferon Antagonists Differentially Modulate the Host Response during Replication in Macrophages.	
32198201		Coronavirus endoribonuclease targets viral polyuridine sequences to evade activating host sensors.	
32172242		Coronavirus Epidemic and Extracorporeal Therapies in Intensive Care: si vis pacem para bellum.	
32079750		Coronavirus epidemic snarls science worldwide.	
32035509		Coronavirus epidemic: preparing for extracorporeal organ support in intensive care.	
32203350		Coronavirus fears cancel world's biggest physics meeting.	
32176300		Coronavirus fulminant myocarditis saved with glucocorticoid and human immunoglobulin.	
32027848		Coronavirus in China.	
32180292		Coronavirus in pregnancy and delivery: rapid review.	
31981224		Coronavirus infections and immune responses.	
31971553		Coronavirus Infections-More Than Just the Common Cold.	
32152592		Coronavirus latest: The outbreak in Italy went undetected for weeks.	
32203371		Coronavirus lockdown: What I learnt when I shut my cancer lab in 48 hours.	
32235922		Coronavirus lockdowns have changed the way Earth moves.	
32076224		Coronavirus name, animal-research data and a Solar System snowman.	
32132700		Coronavirus nixes conference, twilight zone beckons and a faded star brightens.	
32054798		Coronavirus not to blame for recent supply problems.	
32119831		Coronavirus outbreak: the role of companies in preparedness and responses.	
32020111		Coronavirus outbreak: what's next?	
32233064		Coronavirus pandemic and Colorectal surgery: practical advice based on the Italian experience.	
32210378		Coronavirus pandemic threatens launch of world's most-expensive telescope.	
32221507		Coronavirus papers: Viral proteins point to potential treatments.	
32205870		Coronavirus puts drug repurposing on the fast track.	
32127714		Coronavirus response: a focus on containment is still apt.	
32005657		Coronavirus shows how UK must act quickly before being shut out of Europe's health protection systems.	
32205872		Coronavirus tests: researchers chase new diagnostics to fight the pandemic.	
32216172		Coronavirus uses as binding site in humans angiotensin-converting enzyme 2 functional receptor that is involved in arterial blood pressure control and fibrotic response to damage and is a drug target in cardiovascular disease. Is this just a phylogenetic 	
32188956		Coronavirus vaccine trial, Mars rover delay and a boost for UK science.	
32203367		Coronavirus vaccines: five key questions as trials begin.	
32238946		Coronavirus volunteers, bushfire deaths and a telescope delay.	
32029435		Coronavirus: doctor who faced backlash from police after warning of outbreak dies.	
32071448		Coronavirus: global solutions to prevent a pandemic.	
32041691		"Coronavirus: global stocks of protective gear are depleted, with demand at ""100 times"" normal level, WHO warns."	
32060015		Coronavirus: home testing pilot launched in London to cut hospital visits and ambulance use.	
32047315		Coronavirus: hospitals must learn from past pandemics.	
32099120		Coronavirus: limit short-term economic damage.	
32041792		"Coronavirus: NHS staff get power to keep patients in isolation as UK declares ""serious threat""."	
32054601		Coronavirus: online GP bookings should be stopped because of safety risks, warns BMA.	
32184490		Coronavirus: three things all governments and their science advisers must do now.	
31969317		Coronavirus: UK screens direct flights from Wuhan after US case.	
32079577		Coronavirus: Wales tests 90% of suspected patients in their own home.	
32047312		Coronavirus: why a permanent ban on wildlife trade might not work in China.	
32243567		Coronavirus-19 in Geriatrics and Long-Term Care: An Update.	
32196933		Coronaviruses and immunosuppressed patients. The facts during the third epidemic.	
32243297		Coronaviruses and SARS-CoV-2: A Brief Overview.	
32232773		Correction to: Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	
32181483		Correlation between travellers departing from Wuhan before the Spring Festival and subsequent spread of COVID-19 to all provinces in China.	
32101510		Correlation of Chest CT and RT-PCR Testing in Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.	
32222346		"Corrigendum to ""Traditional Chinese medicine for COVID-19 treatment"" [Pharmacol. Res. 155 (2020) 104743]."	
32211771		Could chloroquine /hydroxychloroquine be harmful in Coronavirus Disease 2019 (COVID-19) treatment?	
32194236		Could enhanced influenza and pneumococcal vaccination programs help limit the potential damage from SARS-CoV-2 to fragile health systems of southern hemisphere countries this winter?	
32218340		Could Intravenous Immunoglobulin Collected from Recovered Coronavirus Patients Protect against COVID-19 and Strengthen the Immune System of New Patients?	
32220633		Could Sars-coronavirus-2 trigger autoimmune and/or autoinflammatory mechanisms in genetically predisposed subjects?	
32193299		Countries test tactics in 'war' against COVID-19.	
32203376		Covert coronavirus infections could be seeding new outbreaks.	
32214268		Covert coronavirus, chaos prize and the cost of contact-tracing.	
32145189		Covert COVID-19 and false-positive dengue serology in Singapore.	
32241630		COVID 19 a challenge for emergency medicine and every health care professional.	
32237212		COVID 19 and the Patient with Obesity - The Editors Speak Out.	
32171882		COVID 19: Will the 2020 Hajj pilgrimage and Tokyo Olympic Games be cancelled?	
32233935		COVID-19 - is the ACE2 just a foe?	
32109011		Covid-19 - Navigating the Uncharted.	
32187460		Covid-19 - The Law and Limits of Quarantine.	
32187463		Covid-19 - The Search for Effective Therapy.	
32191830		COVID-19 - what should anaethesiologists and intensivists know about it?	
32208139		COVID-19 & Beyond: Micro-practices for Burnout Prevention and Emotional Wellness.	
32196406		COVID-19 (Coronavirus).	
32141569		COVID-19 (Novel Coronavirus 2019) - recent trends.	
32223072		COVID-19 : Face Masks and Human-to-human Transmission.	
32241313		COVID-19 among medical personnel in operation room.	
32208485		COVID-19 and Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers: What Is the Evidence?	
32147378		COVID-19 and Blood Safety: Help with a Dilemma.	
32229706		COVID-19 and chronological aging: senolytics and other anti-aging drugs for the treatment or prevention of corona virus infection?	
32184233		Covid-19 and community mitigation strategies in a pandemic.	
32233018		Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics.	
32242990		COVID-19 and diabetes.	
32224164		COVID-19 and Diabetes: can DPP4 inhibition play a role?	
32217082		COVID-19 and Dialysis Units: What Do We Know Now and What Should We Do?	
32216130		COVID-19 and Economy.	
32239155		COVID-19 and experiences of moral injury in front-line key workers.	
32240581		Covid-19 and Health Care's Digital Revolution.	
32243775		COVID-19 and immigration detention in the USA: time to act.	
32224277		COVID-19 and Immunomodulator/Immunosuppressant Use in Dermatology.	
32213482		Covid-19 and long term conditions: what if you have cancer, diabetes, or chronic kidney disease?	
32220899		Covid-19 and long term conditions: what if you have cancer, diabetes, or chronic kidney disease?	
32213335		COVID-19 and medical education.	
32173883		COVID-19 and mycoplasma pneumoniae coinfection.	
32234837		COVID-19 and non-communicable diseases.	
32235161		COVID-19 and Paediatric Inflammatory Bowel Diseases: Global Experience and Provisional Guidance (March 2020) from the Paediatric IBD Porto group of ESPGHAN.	
32157783		COVID-19 and psoriasis: Is it time to limit treatment with immunosuppressants? A call for action.	
32170898		COVID-19 and Rationally Layered Social Distancing.	
32242236		COVID-19 and smoking.	
32135077		COVID-19 and the anti-lessons of history.	
32139904		COVID-19 and the cardiovascular system.	
32203324		COVID-19 and the crisis of national development.	
32215956		Covid-19 and the Digestive System.	
32236325		COVID-19 and the Heart.	
32203680		COVID-19 and the liver: little cause for concern.	
32219846		COVID-19 and the otolaryngologist - preliminary evidence-based review.	
32197002		Covid-19 and the Stiff Upper Lip - The Pandemic Response in the United Kingdom.	
32228332		COVID-19 and the Urology Match: Perspectives and a Call to Action.	
32199073		COVID-19 battle during the toughest sanctions against Iran.	
32199076		COVID-19 cacophony: is there any orchestra conductor?	
32222191		COVID-19 cacophony: is there any orchestra conductor?	
32213305		COVID-19 can present with a rash and be mistaken for Dengue.	
32209598		COVID-19 Challenges Basic Researchers.	
32212059		COVID-19 containment: China provides important lessons for global response.	
32105609		COVID-19 control in China during mass population movements at New Year.	
32237301		COVID-19 Diary From a Psychiatry Department in Italy.	
32228737		COVID-19 disease Emergency Operational Instructions for Mental Health Departments issued by the Italian Society of Epidemiological Psychiatry.	
32205644		COVID-19 Disease With Positive Fecal and Negative Pharyngeal and Sputum Viral Tests.	
32228035		"Covid-19 Does Not Lead to a ""Typical"" Acute Respiratory Distress Syndrome."	
32217719		COVID-19 drives new threat to bats in China.	
32191813		COVID-19 epidemic in Switzerland: on the importance of testing, contact tracing and isolation.	
32232980		COVID-19 epidemic: disease characteristics in children.	
32232402		COVID-19 epidemic: disentangling the re-emerging controversy about medical facemasks from an epidemiological perspective.	
32188590		Covid-19 exposes weaknesses in European response to outbreaks.	
32198267		Covid-19 fatality is likely overestimated.	
32237300		COVID-19 From a Psychiatry Perspective: Meeting the Challenges.	
32222159		COVID-19 gives the lie to global health expertise.	
32221023		COVID-19 Global Pandemic: Options for Management of Gynecologic Cancers.	
32118533		COVID-19 in 2 Persons with Mild Upper Respiratory Symptoms on a Cruise Ship, Japan.	
32239761		COVID-19 in a Designated Infectious Diseases Hospital Outside Hubei Province, China.	
32214083		COVID-19 in a Long-Term Care Facility - King County, Washington, February 27-March 9, 2020.	
32226962		COVID-19 in a Patient Presenting with Syncope and a Normal Chest X-ray.	
32241792		COVID-19 in a patient with systemic sclerosis treated with tocilizumab for SSc-ILD.	
32244248		COVID-19 in children and altered inflammatory responses.	
32179659		COVID-19 in Children: Initial Characterization of the Pediatric Disease.	
32234457		COVID-19 in children: More than meets the eye.	
32220651		COVID-19 in children: the link in the transmission chain.	
32227758		Covid-19 in Critically Ill Patients in the Seattle Region - Case Series.	
32234312		COVID-19 in Endoscopy: Time to do more?	
32198152		COVID-19 in gastroenterology: a clinical perspective.	
32210421		COVID-19 in intensive care. Some necessary steps for health care workers.	
32233067		COVID-19 in Kidney Transplant Recipients.	
32126292		COVID-19 in Latin America: The implications of the first confirmed case in Brazil.	
32114054		COVID-19 in medical personnel: observation from Thailand.	
32243697		COVID-19 in post-transplantation patients- report of two cases.	
32197096		COVID-19 in pregnant women - Authors' reply.	
32197098		COVID-19 in pregnant women.	
32077901		COVID-19 in Singapore-Current Experience: Critical Global Issues That Require Attention and Action.	
32222027		COVID-19 in the Pediatric Population.	
32175703		COVID-19 in the Shadows of MERS-CoV in the Kingdom of Saudi Arabia.	
32207983		Covid-19 infection and mortality - A physiologist's perspective enlightening clinical features and plausible interventional strategies.	
32222703		COVID-19 Infection in a Patient with End-Stage Kidney Disease.	
32243894		COVID-19 Infection in Cancer Patients: Early Observations and Unanswered Questions.	
32224304		COVID-19 infection in children.	
32162990		COVID-19 Infection: Early Lessons.	
32195698		COVID-19 Infection: Implications for Perioperative and Critical Care Physicians.	
32205856		COVID-19 infection: the perspectives on immune responses.	
32233560		COVID-19 information propagation dynamics in the Chinese Sina-microblog.	
32222763		COVID-19 is a disease of older people.	
32238505		COVID-19 is catalyzing the adoption of teleneurology.	
32201376		Covid-19 mass testing facilities could end the epidemic rapidly.	
32213646		COVID-19 needs a Manhattan Project.	
32221526		COVID-19 outbreak and inflammatory bowel disease management: a questionnaire survey from realistic practice.	
32221117		COVID-19 Outbreak and Surgical Practice: Unexpected Fatality in Perioperative Period.	
32240078		COVID-19 Outbreak Associated with Air Conditioning in Restaurant, Guangzhou, China, 2020.	
32199941		COVID-19 OUTBREAK IN NORTHERN ITALY: FIRST PRACTICAL INDICATIONS FOR RADIOTHERAPY DEPARTMENTS.	
32235685		COVID-19 Outbreak: An Overview on Dentistry.	
32232915		COVID-19 Pandemic - Is Virtual Urology Clinic the answer to keeping the cancer pathway moving?	
32229766		COVID-19 Pandemic and Acute Myocardial Infarction: Management Protocol From A British Cardiac Centre.	
32242891		COVID-19 pandemic and cardiac imaging: EACVI recommendations on precautions, indications, prioritization, and protection for patients and healthcare personnel.	
32228322		COVID-19 Pandemic, Corona Viruses, and Diabetes Mellitus.	
32208497		COVID-19 pandemic: palliative care for elderly and frail patients at home and in residential and nursing homes.	
32191340		COVID-19 pandemic: perspectives on an unfolding crisis.	
32208495		COVID-19 pandemic: triage for intensive-care treatment under resource scarcity.	
32162702		COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.	
32243621		COVID-19 Pneumonia as a Cause of Acute Chest Syndrome in an Adult Sickle Cell Patient.	
32185669		COVID-19 pneumonia: infection control protocol inside computed tomography suites.	
32105641		COVID-19 pneumonia: what has CT taught us?	
32236303		COVID-19 pneumonia: what is the role of imaging in diagnosis?	
32216866		COVID-19 positive test result from private hospital laboratory, neglecting on reporting and problem on national infection control.	
32154911		COVID-19 Presents High Risk to Older Persons.	
32227671		COVID-19 Related School Closings and Risk of Weight Gain Among Children.	
32221512		COVID-19 Research in Brief: 20 March to 27 March, 2020.	
32213488		Covid-19 risks and response in South Asia.	
32237287		COVID-19 Testing in South Korea: Current Status and the Need for Faster Diagnostics.	
32151714		COVID-19 Therapeutic and Prevention.	
32224550		COVID-19 threatens health systems in sub-Saharan Africa: the eye of the crocodile.	
32227357		COVID-19 treatment by repurposing drugs until the vaccine is in sight.	
32164830		COVID-19 with spontaneous pneumomediastinum.	
32153144		COVID-19, A Clinical Syndrome Manifesting as Hypersensitivity Pneumonitis.	
32224712		COVID-19, a UK perspective.	
32228252		COVID-19, ACE2 and the Cardiovascular Consequences.	
32050080		COVID-19, Australia: Epidemiology Report 2 (Reporting week ending 19:00 AEDT 8 February 2020).	
32074480		COVID-19, Australia: Epidemiology Report 3 (Reporting week ending 19:00 AEDT 15 February 2020).	
32098616		COVID-19, Australia: Epidemiology Report 4 (Reporting week ending 19:00 AEDT 22 February 2020).	
32126197		COVID-19, Australia: Epidemiology Report 5 (Reporting week ending 19:00 AEDT 29 February 2020).	
32156224		COVID-19, Australia: Epidemiology Report 6 (Reporting week ending 19:00 AEDT 7 March 2020).	
32192424		COVID-19, Australia: Epidemiology Report 7 (Reporting week ending 19:00 AEDT 14 March 2020).	
32223725		COVID-19, Australia: Epidemiology Report 8 (Reporting period from 19:00 AEDT 14 March to 23:59 AEDT 22 March 2020).	
32202240		COVID-19, cytokines and immunosuppression: what can we learn from severe acute respiratory syndrome?	
32212141		COVID-19, guests and crews of cruise: observation on Thai citizens.	
32232551		COVID-19, rheumatic diseases and immunosuppressive drugs: an appeal for medication adherence.	
32212930		COVID-19, Risk, Fear, and Fall-out.	
32234451		COVID-19, SARS and MERS: are they closely related?	
32207541		COVID-19, Urologists and Hospitals.	
32216864		"COVID-19: ""A Tale of Two Epidemics"" March 20, 2020."	
32220877		"Covid-19: ""Illogical"" lack of testing is causing healthy staff to self-isolate, BMA chief warns."	
32198153		"Covid-19: 15 000 deregistered doctors are told, ""Your NHS needs you""."	
32139397		Covid-19: 90% of cases will hit NHS over nine week period, chief medical officer warns.	
32122876		Covid-19: a digital epidemic.	
32198918		COVID-19: a fast evolving pandemic.	
32202064		COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic.	
32235915		COVID-19: a new challenge for human beings.	
32075791		Covid-19: a puzzle with many missing pieces.	
32196083		COVID-19: a recommendation to examine the effect of hydroxychloroquine in preventing infection and progression.	
32213507		Covid-19: a remote assessment in primary care.	
32198801		COVID-19: A Singapore Orthopedic resident's musings in the Emergency Department.	
32243122		COVID-19: a time of crisis, but also of surgical opportunity and optimism	
32243123		COVID-19: a time of crisis, but also of surgical opportunity and optimism	
32205272		COVID-19: Active measures to support community-dwelling older adults.	
32188602		Covid-19: all non-urgent elective surgery is suspended for at least three months in England.	
32229647		COVID-19: An Unintended Force for Medical Revolution?	
32164424		COVID-19: An Update on the Epidemiological, Clinical, Preventive and Therapeutic Evidence and Guidelines of Integrative Chinese-Western Medicine for the Management of 2019 Novel Coronavirus Disease.	
32078596		COVID-19: another infectious disease emerging at the animal-human interface.	
32144115		Covid-19: are we getting the communications right?	
32210384		COVID-19: ban 'orientalism' by critics of wildlife trade.	
32218525		COVID-19: Biomedical research in a world under social-distancing measures.	
32184208		Covid-19: BMA calls for rapid testing and appropriate protective equipment for doctors.	
32241762		Covid-19: Can France's ethical support units help doctors make challenging decisions?	
32198179		Covid-19: cases grow in US as Trump pushes promise of a malaria drug.	
32241193		COVID-19: Challenges and opportunities for dermatology response.	
32160997		Covid-19: China's president Xi visits Wuhan amid confidence that virus is under control.	
32113509		COVID-19: combining antiviral and anti-inflammatory treatments.	
32192578		COVID-19: consider cytokine storm syndromes and immunosuppression.	
32234719		Covid-19: Contact tracing requires ending the hostile environment.	
32198146		Covid-19: control measures must be equitable and inclusive.	
32238354		Covid-19: death rate is 0.66% and increases with age, study estimates.	
32208494		COVID-19: decision making and palliative care.	
32220832		Covid-19: diabetes clinicians set up social media account to help alleviate patients' fears.	
32209558		Covid-19: doctors are given new guidelines on when to admit patients to critical care.	
32224494		Covid-19: Doctors are told not to perform CPR on patients in cardiac arrest.	
32205356		Covid-19: doctors in final trimester of pregnancy should avoid direct patient contact.	
32217522		Covid-19: doctors' leaders warn that staff could quit and may die over lack of protective equipment.	
32234713		"Covid-19: Doctors still at ""considerable risk"" from lack of PPE, BMA warns."	
32241811		Covid-19: doctors' visas are automatically extended for one year.	
32184206		Covid-19: Doctors warn of humanitarian catastrophe at Europe's largest refugee camp.	
32184486		COVID-19: don't forget deaf people.	
32217547		Covid-19: Don't forget the impact on US family physicians.	
32152001		Covid-19: emergency departments lack proper isolation facilities, senior medic warns.	
32243318		COVID-19: emergency medicine perspectives from Hong Kong.	
32155302		COVID-19: Emerging compassion, courage and resilience in the face of misinformation and adversity.	
32205306		Covid-19: European drugs agency to review safety of ibuprofen.	
32213506		Covid-19: experts question analysis suggesting half UK population has been infected.	
32198178		Covid-19: experts question the evidence behind closing London Underground and city metros during the pandemic.	
32220654		COVID-19: extending or relaxing distancing control measures.	
32214231		COVID-19: faecal-oral transmission?	
32217555		Covid-19: FDA approves use of convalescent plasma to treat critically ill patients.	
32087777		COVID-19: fighting panic with information.	
32241884		Covid-19: four fifths of cases are asymptomatic, China figures indicate.	
32142785		COVID-19: Gastrointestinal manifestations and potential fecal-oral transmission.	
32200613		COVID-19: gastrointestinal symptoms and potential sources of 2019-nCoV transmission.	
32217532		Covid-19: Gilead withdraws orphan drug designation from potential treatment after criticism.	
32205317		Covid-19: give NHS staff rest spaces and free parking not thank yous, says doctor.	
32144111		Covid-19: GP surgeries close for two weeks after staff test positive.	
32165414		Covid-19: GPs call for appraisals and CQC inspections to be suspended.	
32169866		Covid-19: GPs call for same personal protective equipment as hospital doctors.	
32198147		Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.	
32234831		Covid-19: healthcare staff in hotspot areas are prioritised as testing expands.	
32205309		Covid-19: Highest risk patients are asked to stay at home for 12 weeks.	
32132096		Covid-19: hoarding and misuse of protective gear is jeopardising the response, WHO warns.	
32220826		Covid-19: hospitals brace for disaster as US surpasses China in number of cases.	
32238346		Covid-19: Hospitals can remove 15% cap on testing of NHS staff.	
32229477		Covid-19: how coronavirus will change the face of general practice forever.	
32188598		Covid-19: how doctors and healthcare systems are tackling coronavirus worldwide.	
32213480		Covid-19: how to be careful with trust and expertise on social media.	
32184201		Covid-19: ibuprofen should not be used for managing symptoms, say doctors and scientists.	
32205334		Covid-19: identifying and isolating asymptomatic people helped eliminate virus in Italian village.	
32202260		COVID-19: Impact on health of people & wealth of nations.	
32217534		Covid-19: India imposes lockdown for 21 days and cases rise.	
32102793		Covid-19: Italy confirms 11 deaths as cases spread from north.	
32179508		Covid-19: junior doctor calls on colleagues to gather supplies for staff working long hours.	
32220878		Covid-19: Lack of PPE in care homes is risking spread of virus, leaders warn.	
32222181		COVID-19: learning from experience.	
32104909		COVID-19: Lessons from SARS and MERS.	
32222253		COVID-19: lessons from the Italian reproductive medical experience.	
32209551		Covid-19: local implementation of tracing and testing programmes could enable some schools to reopen.	
32169834		Covid-19: Medical conferences around the world are cancelled after US cases are linked to Massachusetts meeting.	
32179533		Covid-19: medical schools are urged to fast-track final year students.	
32217530		Covid-19: medical schools given powers to graduate final year students early to help NHS.	
32220863		Covid-19: medical students and FY1 doctors to be given early registration to help combat covid-19.	
32209588		Covid-19: medical students should not work outside their competency, says BMA.	
32198184		Covid-19: medical students to be employed by NHS as part of epidemic response.	
32229575		Covid-19: Mercedes F1 to provide breathing aid as alternative to ventilator.	
32209544		Covid-19: most patients require mechanical ventilation in first 24 hours of critical care.	
32238356		Covid-19: New York City deaths pass 1000 as Trump tells Americans to distance for 30 days.	
32167445		COVID-19: Not a Simple Public Health Emergency.	
32224711		COVID-19: one threat, one world, one response (magical thinking).	
32238956		COVID-19: One world, one health.	
32215807		COVID-19: opportunity arises from a world health crisis.	
32179567		Covid-19: outbreak could last until spring 2021 and see 7.9 million hospitalised in the UK.	
